,month,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,lat,long,bedrooms_cont,log_sqft_lot,prop_missings,year,floors,waterfront,view,condition,basement,yr_renovated,bedrooms_cat,price,Luxury
1042,11.0,2.0,1.0,970.0,8874.0,970.0,1968.0,47.4943,-122.178,2.0,9.090880931938855,0.0,2014,1.0,0,0,B,0,0,2,210000,0
1043,9.0,0.0,2.5,1810.0,5669.0,1810.0,2003.0,47.3493,-122.053,0.0,8.642768014324304,0.0,2014,2.0,0,0,B,0,0,<2,240000,0
1044,7.0,4.0,2.0,2150.0,9000.0,1110.0,1966.0,47.6812,-122.113,4.0,9.104979856318357,0.0,2014,1.0,0,0,CD,1,0,4,550000,1
1045,8.0,5.0,2.5,2990.0,7292.0,2990.0,1990.0,47.3604,-122.091,5.0,8.894533135798554,0.0,2014,2.0,0,0,CD,0,0,5,339950,0
1046,8.0,2.0,0.0,1130.0,11429.0,1130.0,1956.0,47.4526,-122.284,2.0,9.343909263897597,0.0,2014,1.0,0,0,B,0,0,2,204950,0
1047,8.0,3.0,2.5,1480.0,1026.0,1480.0,2014.0,47.6536,-122.354,3.0,6.933423025730715,0.0,2014,3.0,0,0,B,0,0,3,580000,1
1048,11.0,5.0,0.0,3370.0,4850.0,3370.0,2007.0,47.5078,-122.169,5.0,8.48673398393153,0.0,2014,2.0,0,0,B,0,0,5,540000,1
1049,6.0,4.0,2.5,2550.0,4770.0,2550.0,2005.0,47.3526,-122.0,4.0,8.470101583882387,0.0,2014,2.0,0,0,B,0,0,4,371000,0
1050,7.0,3.0,2.0,1790.0,7485.0,1330.0,1979.0,47.3118,-122.34,3.0,8.920656296853728,0.0,2014,1.0,0,0,CD,1,0,3,263000,0
1051,6.0,2.0,0.0,1370.0,5125.0,1370.0,1944.0,47.6926,-122.346,2.0,8.54188580400661,0.0,2014,1.0,0,0,A,0,0,2,409950,0
1052,8.0,5.0,4.0,4960.0,13990.0,3760.0,2001.0,47.5491,-122.137,5.0,9.546098067659527,0.0,2014,2.0,0,1,B,1,0,5,1355000,1
1053,11.0,3.0,2.0,1280.0,960.0,1040.0,2014.0,47.602,-122.311,3.0,6.866933284461882,0.0,2014,2.0,0,0,B,1,0,3,549900,1
1054,8.0,3.0,3.5,1510.0,1125.0,1510.0,2006.0,47.6711,-122.39,3.0,7.025538314638521,0.0,2014,3.0,0,0,B,0,0,3,530000,1
1055,8.0,3.0,2.5,3440.0,18167.0,3440.0,1991.0,47.2909,-122.342,3.0,9.807362040438745,0.0,2014,2.0,0,0,B,0,0,3,610000,1
1056,11.0,29.0,3.0,2580.0,5511.0,2580.0,1999.0,47.4286,-122.185,28.81964789463046,8.614501373883236,5.263157894736842,2014,2.0,0,0,B,0,0,>6,370000,0
1057,10.0,3.0,2.5,2690.0,8577.0,2690.0,1987.0,47.3026,-122.351,3.0,9.056839480990421,0.0,2014,2.0,0,0,B,0,0,3,340000,0
1058,12.0,3.0,2.0,1900.0,7076.0,1130.0,1977.0,47.7569,-122.326,3.0,8.864464055279676,0.0,2014,1.0,0,0,B,1,0,3,315000,0
1059,12.0,3.0,1.5,1310.0,10491.0,1310.0,1969.0,47.3682,-122.148,3.0,9.258273025731485,0.0,2014,1.0,0,0,CD,0,0,3,225000,0
1060,5.0,2.0,1.0,1270.0,3008.0,650.0,1923.0,47.5351,-122.279,2.0,8.00903068506973,0.0,2014,1.0,0,0,CD,1,0,2,235000,0
1061,10.0,3.0,1.0,1340.0,4000.0,1340.0,1927.0,47.6652,-122.288,3.0,8.294049640102028,0.0,2014,1.5,0,0,CD,0,0,3,621000,1
1062,9.0,2.0,1.0,840.0,10465.0,840.0,1951.0,47.755,-122.317,2.0,9.2557916348801,0.0,2014,1.0,0,0,B,0,0,2,295000,0
1063,9.0,4.0,2.5,3450.0,17400.0,2180.0,1964.0,47.5969,-122.206,4.0,9.764225485202621,0.0,2014,1.5,0,0,CD,1,0,4,1388000,1
1064,11.0,1.0,1.0,560.0,5700.0,560.0,1947.0,47.511,-122.359,1.0,8.648221453822641,0.0,2014,1.0,0,0,B,0,0,<2,106000,0
1065,12.0,3.0,2.0,1360.0,2500.0,730.0,1986.0,47.6753,-122.363,3.0,7.824046010856292,0.0,2014,1.0,0,0,B,1,0,3,499950,0
1066,10.0,2.0,1.0,1060.0,16988.0,1060.0,1954.0,47.4305,-122.157,2.0,9.740262491433162,0.0,2014,1.0,0,0,B,0,0,2,151600,0
1067,11.0,3.0,1.0,1320.0,11090.0,1320.0,1955.0,47.7748,-122.304,3.0,9.313799080344413,0.0,2014,1.0,0,0,B,0,0,3,275000,0
1068,8.0,3.0,1.0,1150.0,4681.0,1150.0,1955.0,47.7284,-122.336,3.0,8.45126704130007,0.0,2014,1.0,0,0,B,0,0,3,358000,0
1069,6.0,4.0,2.5,2300.0,7989.0,2300.0,1990.0,47.6273,-122.034,4.0,8.985820874482043,0.0,2014,2.0,0,0,B,0,0,4,560000,1
1070,9.0,3.0,1.5,1790.0,229125.0,1790.0,1987.0,47.2309,-122.009,3.0,11.725695395856878,0.0,2014,2.0,0,1,B,0,0,3,475000,0
1071,5.0,4.0,3.5,4380.0,74052.0,4380.0,2001.0,47.6587,-122.009,4.0,11.212522828109067,0.0,2014,1.0,0,0,B,0,0,4,1300000,1
1072,7.0,2.0,2.5,2290.0,9772.0,2290.0,2007.0,47.7199,-122.025,2.0,9.187276432377631,0.0,2014,1.0,0,0,B,0,0,2,737000,1
1073,9.0,4.0,2.5,2190.0,4104.0,1410.0,1928.0,47.6419,-122.306,4.0,8.319717386850606,5.263157894736842,2014,2.0,0,0,A,1,0,4,808000,1
1074,10.0,3.0,1.0,860.0,6664.0,860.0,1944.0,47.4931,-122.247,3.0,8.804475183846678,0.0,2014,1.0,0,0,B,0,0,3,219900,0
1075,10.0,3.0,1.5,1610.0,10291.0,1610.0,1961.0,47.2025,-121.999,3.0,9.239025005836092,0.0,2014,1.0,0,0,CD,0,0,3,262500,0
1076,5.0,3.0,1.0,1370.0,7500.0,1370.0,1960.0,47.6499,-121.915,3.0,8.922658299524402,0.0,2014,1.0,0,0,B,0,0,3,307000,0
1077,8.0,4.0,2.5,4010.0,37076.0,4010.0,1990.0,47.7139,-122.106,4.0,10.520725138995724,0.0,2014,2.0,0,0,CD,0,0,4,1325000,1
1078,12.0,4.0,1.0,1190.0,7620.0,1190.0,1926.0,47.5281,-122.348,4.0,8.938531648680692,0.0,2014,1.5,0,0,B,0,0,4,312000,0
1079,6.0,4.0,2.5,3340.0,12248.0,2470.0,1998.0,47.5858,-122.379,4.0,9.41311793733752,0.0,2014,2.0,0,1,B,1,0,4,870000,1
1080,5.0,3.0,2.5,2450.0,42180.0,2450.0,1978.0,47.3549,-122.111,3.0,10.649701454032765,0.0,2014,1.0,0,0,CD,0,1,3,450000,0
1081,10.0,3.0,2.5,2140.0,7641.0,1290.0,1979.0,47.5053,-122.186,3.0,8.941283763647567,0.0,2014,1.0,0,0,B,1,0,3,339950,0
1082,5.0,5.0,4.5,4270.0,8076.0,3400.0,2007.0,47.699,-122.206,5.0,8.996651979432729,0.0,2014,2.0,0,0,B,1,0,5,1532500,1
1083,7.0,4.0,2.5,2340.0,217014.0,2340.0,1982.0,47.2953,-122.083,4.0,11.725695395856878,0.0,2014,1.0,0,0,CD,0,0,4,404950,0
1084,5.0,3.0,2.5,2090.0,4700.0,2090.0,2002.0,47.3724,-122.104,3.0,8.45531778769815,0.0,2014,2.0,0,0,B,0,0,3,289000,0
1085,7.0,3.0,2.5,1350.0,874.0,1270.0,2006.0,47.549,-122.387,3.0,6.773080375655535,0.0,2014,3.0,0,0,B,1,0,3,389500,0
1086,12.0,3.0,2.5,1240.0,1250.0,1240.0,2014.0,47.6748,-122.377,3.0,7.1308988302963465,0.0,2014,3.0,0,0,B,0,0,3,529950,1
1087,7.0,5.0,2.0,2310.0,13430.0,2310.0,1966.0,47.6395,-122.203,5.0,9.505246289517283,0.0,2014,1.5,0,0,CD,0,0,5,850000,1
1088,7.0,4.0,2.5,2540.0,5001.0,2540.0,2005.0,47.5423,-122.302,4.0,8.517393171418904,0.0,2014,2.0,0,0,B,0,0,4,487000,0
1089,12.0,3.0,2.5,1720.0,5234.0,1240.0,2011.0,47.5547,-122.278,3.0,8.562931083090092,0.0,2014,2.0,0,0,B,1,0,3,608000,1
1090,6.0,4.0,2.0,2030.0,103672.0,2030.0,1969.0,47.1647,-121.973,4.0,11.54898734811525,0.0,2014,1.0,0,0,CD,0,0,4,335000,0
1091,11.0,1.0,1.0,1230.0,9300.0,1230.0,1918.0,47.7055,-122.348,1.0,9.137769679141348,0.0,2014,1.5,0,0,CD,0,0,<2,349950,0
1092,6.0,2.0,1.0,1320.0,9967.0,940.0,1919.0,47.5693,-122.296,2.0,9.207034914967457,0.0,2014,1.0,0,0,B,1,0,2,255000,0
1093,11.0,5.0,2.5,2090.0,8712.0,1420.0,1966.0,47.5968,-122.127,5.0,9.072456664612796,0.0,2014,1.0,0,0,B,1,0,5,555000,1
1094,12.0,4.0,2.5,3180.0,10319.0,3180.0,1986.0,47.5372,-122.232,4.0,9.241742135115715,0.0,2014,2.0,0,0,CD,0,0,4,1227500,1
1095,9.0,3.0,3.0,4610.0,8400.0,2790.0,1947.0,47.5854,-122.292,3.0,9.035986984831405,0.0,2014,2.0,0,1,B,1,1,3,1245000,1
1096,12.0,3.0,2.0,1980.0,11274.0,1480.0,1968.0,47.4474,-122.167,3.0,9.33025446864152,0.0,2014,1.0,0,0,CD,1,0,3,299950,0
1097,7.0,2.0,1.0,1240.0,57000.0,1240.0,1962.0,47.597,-122.059,2.0,10.950806546816688,5.263157894736842,2014,1.0,0,0,B,0,0,2,505000,1
1098,5.0,3.0,2.5,1770.0,2875.0,1770.0,1990.0,47.5631,-122.397,3.0,7.963807953231451,0.0,2014,2.0,0,0,B,0,0,3,439950,0
1099,10.0,4.0,2.5,2420.0,9147.0,2420.0,1998.0,47.3221,-122.322,4.0,9.121181235656364,0.0,2014,2.0,0,0,B,0,0,4,389000,0
1100,7.0,3.0,1.0,1590.0,11200.0,1590.0,1961.0,47.2894,-122.188,3.0,9.323669057283185,0.0,2014,1.0,0,0,CD,0,0,3,247200,0
1101,12.0,2.0,1.0,1450.0,3090.0,1450.0,1919.0,47.6853,-122.356,2.0,8.035926369891792,0.0,2014,2.0,0,0,B,0,1,2,499000,0
1102,6.0,3.0,2.5,2200.0,20000.0,1400.0,1952.0,47.5809,-122.191,3.0,9.903487552536127,0.0,2014,1.0,0,1,B,1,0,3,1100000,1
1103,5.0,3.0,2.0,2720.0,149410.0,2720.0,1988.0,47.7092,-121.892,3.0,11.725695395856878,0.0,2014,1.5,0,0,B,0,0,3,535000,1
1104,9.0,2.0,2.0,1510.0,5133.0,1510.0,1939.0,47.6415,-122.401,2.0,8.543445562560303,0.0,2014,1.5,0,0,B,0,0,2,535000,1
1105,11.0,5.0,4.0,2980.0,4500.0,2070.0,1921.0,47.6736,-122.323,5.0,8.411832675758411,0.0,2014,1.5,0,0,B,1,0,5,842500,1
1106,11.0,3.0,2.5,1940.0,14952.0,1940.0,1994.0,47.3777,-122.165,3.0,9.612600349135398,0.0,2014,2.0,0,0,B,0,0,3,297000,0
1107,5.0,4.0,2.5,3030.0,12590.0,3030.0,1988.0,47.5806,-122.193,4.0,9.440658127038393,0.0,2014,1.5,0,0,CD,0,0,4,1050000,1
1108,11.0,4.0,5.5,6110.0,10369.0,5400.0,2005.0,47.5285,-122.135,4.0,9.246575864558277,0.0,2014,2.0,0,0,B,0,0,4,1320000,1
1109,11.0,4.0,2.5,4760.0,8036.0,3390.0,1916.0,47.6415,-122.285,4.0,8.991686725934825,0.0,2014,2.5,0,0,A,1,0,4,2250000,1
1110,6.0,3.0,2.0,1570.0,7000.0,1050.0,1971.0,47.6061,-122.286,3.0,8.85366542803745,0.0,2014,2.0,0,1,CD,1,0,3,765000,1
1111,9.0,5.0,3.0,2200.0,6380.0,1440.0,1987.0,47.7033,-122.322,5.0,8.760923376338836,0.0,2014,1.0,0,0,B,1,0,5,559900,1
1112,11.0,4.0,3.0,2910.0,7712.0,1600.0,1998.0,47.2842,-122.198,4.0,8.950532836290382,0.0,2014,1.0,0,0,B,1,0,4,292000,0
1113,11.0,3.0,2.0,1670.0,4438.0,1670.0,2014.0,47.1948,-121.974,3.0,8.39795910349254,0.0,2014,1.0,0,0,B,0,0,3,249950,0
1114,7.0,3.0,1.0,890.0,7110.0,890.0,1957.0,47.4971,-122.261,3.0,8.869257522797287,0.0,2014,1.0,0,0,B,0,0,3,169000,0
1115,10.0,3.0,2.0,1590.0,2500.0,1190.0,1908.0,47.6668,-122.299,3.0,7.824046010856292,0.0,2014,1.5,0,0,CD,1,0,3,556000,1
1116,10.0,3.0,3.0,3160.0,9072.0,3160.0,2005.0,47.5147,-122.177,3.0,9.112948025967533,0.0,2014,2.0,0,0,B,0,0,3,553000,1
1117,10.0,5.0,2.5,2820.0,14062.0,2380.0,1960.0,47.7081,-122.215,5.0,9.551231402759107,0.0,2014,2.0,0,0,CD,1,0,5,669950,1
1118,9.0,2.0,1.0,840.0,7870.0,840.0,1949.0,47.7389,-122.326,2.0,8.970813341411448,0.0,2014,1.0,0,0,B,0,0,2,251000,0
1119,6.0,3.0,0.0,1260.0,8092.0,1260.0,1986.0,47.3635,-122.054,3.0,8.998631198287637,0.0,2014,1.0,0,0,B,0,0,3,242000,0
1120,7.0,4.0,2.0,2100.0,13468.0,1050.0,1962.0,47.7139,-122.292,4.0,9.508071780280964,0.0,2014,1.0,0,0,A,1,0,4,475000,0
1121,5.0,3.0,2.5,2970.0,11985.0,1770.0,1995.0,47.6359,-122.052,3.0,9.391411146868485,0.0,2014,1.0,0,0,B,1,0,3,525000,1
1122,10.0,2.0,2.0,860.0,5535.0,860.0,1948.0,47.6901,-122.331,2.0,8.618846845142738,0.0,2014,1.0,0,0,B,0,0,2,442000,0
1123,12.0,3.0,2.0,1350.0,7686.0,1350.0,1987.0,47.3617,-122.052,3.0,8.94715577112479,0.0,2014,1.0,0,0,B,0,0,3,261000,0
1124,5.0,3.0,2.0,1650.0,12940.0,1650.0,1961.0,47.7629,-122.268,3.0,9.468078568054892,0.0,2014,1.0,0,0,CD,0,0,3,438000,0
1125,6.0,4.0,2.0,3140.0,10437.0,2040.0,1959.0,47.5786,-122.229,4.0,9.253112463820052,0.0,2014,1.0,0,0,CD,1,0,4,925000,1
1126,5.0,4.0,2.5,2860.0,3345.0,2190.0,2004.0,47.7735,-122.158,4.0,8.11522197256233,0.0,2014,2.0,0,0,B,1,0,4,499950,0
1127,12.0,3.0,2.5,2130.0,219978.0,2130.0,1986.0,47.7754,-122.032,3.0,11.725695395856878,0.0,2014,2.0,0,0,B,0,0,3,515000,1
1128,9.0,4.0,2.0,1830.0,11090.0,1060.0,1962.0,47.7333,-122.246,4.0,9.313799080344413,0.0,2014,1.0,0,0,B,1,0,4,383000,0
1129,7.0,5.0,2.5,2780.0,12335.0,1590.0,1968.0,47.5681,-122.128,5.0,9.420196028963456,0.0,2014,1.0,0,0,CD,1,0,5,582000,1
1130,5.0,3.0,2.0,1370.0,5858.0,1370.0,1987.0,47.3815,-122.313,3.0,8.675563527387679,0.0,2014,1.0,0,0,B,0,0,3,257950,0
1131,10.0,4.0,3.0,2550.0,3784.0,1750.0,1900.0,47.6559,-122.338,4.0,8.238536930171769,0.0,2014,1.5,0,0,CD,1,0,4,850000,1
1132,9.0,2.0,1.0,670.0,4640.0,670.0,1943.0,47.53,-122.351,2.0,8.442469645220301,0.0,2014,1.0,0,0,B,0,0,2,250000,0
1133,8.0,3.0,2.0,2130.0,4000.0,2130.0,1908.0,47.6741,-122.323,3.0,8.294049640102028,0.0,2014,2.0,0,0,B,0,0,3,645000,1
1134,7.0,2.0,1.0,1420.0,5332.0,1070.0,1953.0,47.6694,-122.275,2.0,8.5814816812986,0.0,2014,1.0,0,0,B,1,0,2,641000,1
1135,5.0,4.0,2.0,1550.0,4815.0,1550.0,1909.0,47.667,-122.336,4.0,8.479491324232226,0.0,2014,1.5,0,0,B,0,0,4,613000,1
1136,12.0,3.0,2.5,2580.0,214315.0,2580.0,1946.0,47.6465,-122.024,3.0,11.725695395856878,0.0,2014,1.5,0,0,B,0,1,3,400000,0
1137,9.0,3.0,2.5,2420.0,9592.0,1780.0,1993.0,47.5093,-122.153,3.0,9.16868469670735,0.0,2014,2.0,0,0,B,1,0,3,441500,0
1138,10.0,2.0,2.5,2680.0,7625.0,2680.0,2002.0,47.7094,-122.024,2.0,8.939187601475613,0.0,2014,1.0,0,0,B,0,0,2,779950,1
1139,12.0,4.0,2.5,2010.0,7280.0,2010.0,1988.0,47.3585,-122.286,4.0,8.892886141190731,0.0,2014,2.0,0,0,CD,0,0,4,324900,0
1140,8.0,3.0,1.0,1290.0,5440.0,790.0,1929.0,47.6951,-122.367,3.0,8.601534339849989,0.0,2014,1.0,0,0,CD,1,0,3,450000,0
1141,10.0,3.0,2.5,1620.0,7150.0,1280.0,1950.0,47.5048,-122.241,3.0,8.874867635688053,0.0,2014,1.0,0,1,CD,1,0,3,330000,0
1142,5.0,4.0,2.5,2060.0,7475.0,1440.0,1985.0,47.7272,-122.105,4.0,8.919319398258887,0.0,2014,1.0,0,0,B,1,0,4,575550,1
1143,6.0,3.0,2.0,1520.0,8625.0,1520.0,1976.0,47.7687,-122.223,3.0,9.062420241899561,0.0,2014,1.0,0,0,B,0,0,3,366000,0
1144,5.0,7.0,4.5,4140.0,9066.0,2070.0,1978.0,47.7302,-122.291,7.0,9.112286431500795,0.0,2014,1.0,0,0,B,1,0,>6,565000,1
1145,11.0,3.0,2.0,1560.0,9247.0,1160.0,1989.0,47.6954,-122.174,3.0,9.132054453577638,0.0,2014,1.0,0,0,B,1,0,3,490000,0
1146,11.0,3.0,2.0,1760.0,11371.0,1760.0,1959.0,47.7616,-122.273,3.0,9.338821533624722,0.0,2014,1.0,0,0,A,0,0,3,455000,0
1147,7.0,5.0,2.5,2990.0,7500.0,1800.0,1972.0,47.7707,-122.369,5.0,8.922658299524402,0.0,2014,1.0,0,1,B,1,0,5,575000,1
1148,9.0,2.0,0.0,1160.0,954.0,960.0,2014.0,47.6647,-122.284,2.0,6.860663671448287,0.0,2014,2.0,0,0,B,1,0,2,555000,1
1149,7.0,4.0,2.5,2110.0,12653.0,2110.0,1972.0,47.536,-122.225,4.0,9.445649620189263,0.0,2014,2.0,0,0,CD,0,0,4,825000,1
1150,5.0,3.0,3.0,3010.0,1842.0,3010.0,2011.0,47.5836,-121.994,3.0,7.518607216815252,0.0,2014,2.0,0,0,B,0,0,3,785000,1
1151,11.0,2.0,1.5,1010.0,3060.0,1010.0,1918.0,47.6897,-122.354,2.0,8.026170194946426,0.0,2014,1.0,0,0,CD,0,0,2,395000,0
1152,7.0,2.0,2.0,1990.0,4000.0,1090.0,1952.0,47.6889,-122.342,2.0,8.294049640102028,0.0,2014,1.0,0,0,A,1,0,2,625000,1
1153,7.0,5.0,3.5,3130.0,12087.0,2180.0,1975.0,47.5336,-122.052,5.0,9.399885773859458,0.0,2014,2.0,0,0,B,1,0,5,500000,0
1154,9.0,4.0,1.0,1010.0,6000.0,750.0,1925.0,47.5518,-122.383,4.0,8.699514748210191,5.263157894736842,2014,1.0,0,0,B,1,0,4,350000,0
1155,7.0,3.0,2.5,3200.0,18750.0,2660.0,1967.0,47.5717,-122.12,3.0,9.838949031398556,0.0,2014,1.0,0,0,Desc,1,1,3,580000,1
1156,10.0,2.0,1.0,700.0,4000.0,700.0,1943.0,47.5487,-122.391,2.0,8.294049640102028,0.0,2014,1.0,0,0,B,0,0,2,330000,0
1157,6.0,3.0,2.5,1800.0,43647.0,1800.0,1976.0,47.7757,-122.132,3.0,10.683889830383498,0.0,2014,1.0,0,0,CD,0,0,3,474900,0
1158,7.0,2.0,1.0,1290.0,6272.0,890.0,1922.0,47.6777,-122.305,2.0,8.743850562030243,0.0,2014,1.0,0,0,CD,1,0,2,492000,0
1159,8.0,3.0,2.0,1650.0,3200.0,1650.0,1901.0,47.6209,-122.317,3.0,8.070906088787819,0.0,2014,1.5,0,0,B,0,0,3,550000,1
1160,10.0,3.0,2.5,1790.0,3962.0,1790.0,1992.0,47.6894,-122.391,3.0,8.284504227258497,0.0,2014,2.0,0,0,B,0,0,3,584000,1
1161,12.0,3.0,2.5,1850.0,1499.0,1790.0,2005.0,47.6475,-122.396,3.0,7.312553498102598,0.0,2014,2.5,0,0,B,1,0,3,535000,1
1162,6.0,3.0,4.5,2820.0,7200.0,2460.0,1930.0,47.6298,-122.29,3.0,8.881836305004146,0.0,2014,2.0,0,0,CD,1,0,3,1600000,1
1163,9.0,2.0,1.5,1210.0,5000.0,1210.0,1907.0,47.6793,-122.397,2.0,8.517193191416238,0.0,2014,1.5,0,0,A,0,0,2,615000,1
1164,12.0,3.0,1.0,1920.0,6710.0,1320.0,1959.0,47.5346,-122.286,3.0,8.811354229965728,0.0,2014,1.0,0,0,B,1,0,3,350000,0
1165,8.0,4.0,0.0,4170.0,4322.0,2940.0,2005.0,47.6136,-122.041,4.0,8.371473537066832,0.0,2014,2.0,0,0,B,1,0,4,810000,1
1166,6.0,4.0,2.5,3360.0,11548.0,3360.0,1988.0,47.6534,-122.182,4.0,9.354267540782825,0.0,2014,2.0,0,0,B,0,0,4,950000,1
1167,11.0,3.0,2.0,1390.0,6005.0,1390.0,2005.0,47.2117,-121.99,3.0,8.700347734514084,0.0,2014,2.0,0,0,B,0,0,3,267000,0
1168,10.0,4.0,2.5,1900.0,9775.0,1900.0,1967.0,47.6856,-122.168,4.0,9.187583384853566,0.0,2014,1.0,0,0,A,0,0,4,620000,1
1169,9.0,3.0,2.5,1800.0,9597.0,1200.0,1963.0,47.4516,-122.267,3.0,9.169205828617628,0.0,2014,1.0,0,1,B,1,0,3,319000,0
1170,8.0,4.0,2.5,2390.0,8858.0,1740.0,1979.0,47.6925,-122.184,4.0,9.089076284483143,0.0,2014,1.0,0,0,CD,1,0,4,606000,1
1171,12.0,3.0,3.5,1370.0,1227.0,1370.0,2007.0,47.6964,-122.341,3.0,7.112327444710911,0.0,2014,3.0,0,0,B,0,0,3,375000,0
1172,7.0,4.0,2.0,2520.0,21834.0,1420.0,1960.0,47.4996,-122.378,4.0,9.991223666840215,0.0,2014,1.0,1,1,B,1,0,4,750000,1
1173,11.0,4.0,2.5,2830.0,7350.0,1690.0,1982.0,47.3088,-122.341,4.0,8.902455592206882,0.0,2014,1.0,0,0,B,1,0,4,295500,0
1174,6.0,4.0,2.0,1580.0,9581.0,1580.0,1953.0,47.692,-122.165,4.0,9.167537249650874,0.0,2014,1.0,0,0,B,0,0,4,410000,0
1175,6.0,4.0,2.5,2700.0,5100.0,1440.0,1968.0,47.5331,-122.384,4.0,8.536995818712418,0.0,2014,1.0,0,0,CD,1,0,4,550000,1
1176,8.0,3.0,2.5,1330.0,1200.0,1330.0,2002.0,47.7034,-122.344,3.0,7.090076835776092,0.0,2014,3.0,0,0,B,0,0,3,300000,0
1177,8.0,4.0,2.5,3190.0,27806.0,3190.0,1997.0,47.3425,-122.03,4.0,10.233007103729488,0.0,2014,2.0,0,0,B,0,0,4,625000,1
1178,10.0,4.0,2.5,2980.0,210395.0,2980.0,2001.0,47.4575,-121.707,4.0,11.725695395856878,0.0,2014,2.0,0,0,B,0,0,4,620000,1
1179,8.0,3.0,1.0,880.0,7500.0,880.0,1978.0,47.3837,-122.307,3.0,8.922658299524402,0.0,2014,1.0,0,0,B,0,0,3,230000,0
1180,11.0,3.0,1.0,1660.0,21514.0,1660.0,1973.0,47.2159,-121.964,3.0,9.976459164991951,0.0,2014,1.0,0,0,CD,0,0,3,220000,0
1181,7.0,4.0,2.5,2170.0,7275.0,1820.0,1978.0,47.5672,-122.09,4.0,8.892199092039693,0.0,2014,1.0,0,0,B,1,0,4,638150,1
1182,10.0,5.0,2.5,2810.0,6000.0,2810.0,1907.0,47.6367,-122.35,5.0,8.699514748210191,0.0,2014,2.5,0,0,B,0,0,5,1169000,1
1183,12.0,4.0,2.5,2650.0,9301.0,2650.0,2001.0,47.3477,-122.271,4.0,9.137877200242468,0.0,2014,2.0,0,0,B,0,0,4,429000,0
1184,12.0,2.0,1.0,870.0,3121.0,870.0,1923.0,47.6659,-122.369,2.0,8.045908742270779,0.0,2014,1.0,0,0,CD,0,0,2,395000,0
1185,11.0,3.0,2.5,1650.0,10336.0,1500.0,1962.0,47.7757,-122.35,3.0,9.243388226022383,0.0,2014,1.0,0,0,B,1,0,3,290000,0
1186,5.0,4.0,3.5,3200.0,7081.0,3200.0,2004.0,47.5886,-121.989,4.0,8.865170419651774,0.0,2014,2.0,0,0,B,0,0,4,707000,1
1187,9.0,3.0,0.0,1410.0,2500.0,1410.0,2006.0,47.5132,-122.358,3.0,7.824046010856292,0.0,2014,2.0,0,0,B,0,0,3,265000,0
1188,5.0,4.0,1.0,1660.0,4690.0,1260.0,1945.0,47.6829,-122.378,4.0,8.453187861440325,0.0,2014,1.5,0,0,B,1,0,4,560000,1
1189,10.0,4.0,2.0,1720.0,7455.0,1020.0,1963.0,47.4669,-122.182,4.0,8.916640227198839,0.0,2014,1.0,0,0,CD,1,0,4,246000,0
1190,12.0,2.0,1.0,810.0,5100.0,810.0,1955.0,47.7317,-122.343,2.0,8.536995818712418,0.0,2014,1.0,0,0,B,0,0,2,229000,0
1191,12.0,3.0,2.0,1880.0,30346.0,1880.0,1988.0,47.3515,-122.291,3.0,10.320419992085187,5.263157894736842,2014,1.0,0,0,B,0,0,3,310000,0
1192,7.0,3.0,2.5,1960.0,1585.0,1750.0,2003.0,47.5414,-122.288,3.0,7.368339686311381,0.0,2014,2.0,0,0,B,1,0,3,300000,0
1193,7.0,3.0,1.0,1300.0,7975.0,1300.0,1958.0,47.611,-122.122,3.0,8.984066927653044,0.0,2014,1.0,0,0,CD,0,0,3,415000,0
1194,12.0,3.0,3.5,1480.0,983.0,1180.0,2013.0,47.5555,-122.363,3.0,6.890609120147166,0.0,2014,2.0,0,0,B,1,0,3,315000,0
1195,7.0,3.0,1.0,1640.0,4000.0,1640.0,1909.0,47.6563,-122.351,3.0,8.294049640102028,0.0,2014,1.5,0,0,A,0,0,3,716100,1
1196,8.0,3.0,2.0,1620.0,1325.0,1430.0,2005.0,47.6498,-122.321,3.0,7.1891677384203225,0.0,2014,2.5,0,0,B,1,0,3,600000,1
1197,8.0,3.0,2.0,1530.0,6300.0,1530.0,1942.0,47.516,-122.375,3.0,8.748304912379623,0.0,2014,1.0,0,0,B,0,1,3,412500,0
1198,8.0,3.0,2.5,1820.0,4200.0,1820.0,2014.0,47.3693,-122.017,3.0,8.34283980427146,0.0,2014,2.0,0,0,B,0,0,3,307635,0
1199,10.0,2.0,2.0,2510.0,19141.0,2510.0,1977.0,47.3103,-122.199,2.0,9.859587910246109,0.0,2014,2.0,0,0,B,0,0,2,368500,0
1200,8.0,4.0,2.0,1700.0,8043.0,850.0,1954.0,47.4758,-122.288,4.0,8.99255742690407,0.0,2014,1.0,0,0,B,1,0,4,161000,0
1201,7.0,4.0,2.5,1450.0,3600.0,1250.0,1902.0,47.5985,-122.298,4.0,8.1886891244442,0.0,2014,1.5,0,0,B,1,0,4,431000,0
1202,5.0,4.0,1.0,1660.0,34848.0,930.0,1933.0,47.6621,-122.132,4.0,10.458751025732687,0.0,2014,1.0,0,0,CD,1,0,4,550000,1
1203,12.0,4.0,3.5,4140.0,46173.0,4140.0,2007.0,47.7647,-122.213,4.0,10.740150490648064,0.0,2014,2.0,0,0,B,0,0,4,810000,1
1204,12.0,4.0,2.5,2910.0,15016.0,2910.0,1990.0,47.69,-122.097,4.0,9.616871578266345,0.0,2014,2.0,0,0,B,0,0,4,765000,1
